emp_id,emp_name,skill_id,skill_name,proficiency_level,no_of_projects_done_in_that_skill,certifications
E1303,Nathaniel Jones,S004,Docker,1,1,Yes
E4185,Vincent Beck,S010,Big Data,8,12,Yes
E108,Francisco Brown,S005,HTML/CSS,5,1,Yes
E4032,Kelsey Roberts,S014,Client Management,10,8,No
E2656,Karen Cooley,S003,Node.js,3,1,Yes
E2087,William Owens,S012,Project Management,1,3,Yes
E1673,Lisa Carter,S001,JavaScript,10,7,No
E2972,Timothy Lambert,S013,Financial Modeling,5,3,Yes
E3136,Mr. Corey Tanner,S001,JavaScript,10,5,No
E1447,Nicole Vega,S007,SQL,2,1,No
E3584,Lindsay Ferguson,S007,SQL,10,7,No
E2896,Terry Briggs,S009,Data Visualization,10,11,No
E1376,Charles Doyle,S006,Python,5,1,Yes
E1410,David Morales,S003,Node.js,2,1,No
E1667,Nathan Ho,S014,Client Management,7,8,No
E1990,Joanne Cabrera,S002,React,10,9,No
E216,Barbara Hernandez,S006,Python,6,11,No
E2395,John Johnson,S015,Risk Management,6,6,Yes
E299,Anthony Davidson,S013,Financial Modeling,8,8,Yes
E3551,Veronica Dean,S011,Consulting Basics,2,3,
E647,Dawn Thomas,S001,JavaScript,10,9,No
E3216,Christopher Garrett,S006,Python,3,3,No
E3272,Angela Bailey,S014,Client Management,4,1,Yes
E4823,Sean Edwards,S003,Node.js,8,9,Yes
E198,Paula Schmidt,S005,HTML/CSS,3,2,No
E4453,Taylor Fuller,S012,Project Management,4,3,No
E1641,Mrs. Rebecca Beltran PhD,S005,HTML/CSS,10,7,Yes
E2003,Jason Smith,S001,JavaScript,1,2,Yes
E647,Dawn Thomas,S005,HTML/CSS,8,9,No
E1206,Edwin Collins,S004,Docker,4,3,No
E605,Christian Ross,S014,Client Management,10,8,No
E4451,Richard Robinson,S003,Node.js,7,6,Yes
E4621,Robert Ponce,S015,Risk Management,4,4,Yes
E2764,Benjamin Ross,S006,Python,3,1,Yes
E4580,Melissa Kerr,S002,React,8,7,No
E4916,Matthew Sullivan,S006,Python,4,2,No
E4493,Samuel Brown,S003,Node.js,2,3,Yes
E2305,Diana Black,S006,Python,3,1,Yes
E2970,Travis Hudson,S008,Machine Learning,7,7,Yes
E3724,Charles Green,S004,Docker,5,2,No
E3079,David Butler,S003,Node.js,7,9,Yes
E2446,Joseph Ortiz,S013,Financial Modeling,3,1,Yes
E3911,Morgan Valenzuela,S002,React,9,6,Yes
E4034,Sandra Snyder,S011,Consulting Basics,1,2,Yes
E4231,Tiffany Glover,S005,HTML/CSS,9,5,Yes
E1946,Jason Walter,S012,Project Management,10,7,Yes
E4282,Melissa Pham,S001,JavaScript,6,7,No
E1440,Michael Lucas,S008,Machine Learning,10,10,Yes
E088,Fred Figueroa,S003,Node.js,9,10,Yes
E2500,Pamela King,S002,React,4,3,Yes
E2848,Amy Garcia,S008,Machine Learning,8,6,Yes
E1673,Lisa Carter,S012,Project Management,5,2,Yes
E3213,Ryan Serrano,S005,HTML/CSS,9,6,Yes
E240,Timothy Harrington,S012,Project Management,2,3,Yes
E3157,Joe Lopez,S012,Project Management,3,4,Yes
E1410,David Morales,S010,Big Data,1,3,No
E459,Leah Lee DDS,S008,Machine Learning,9,6,No
E2362,Melissa Gilmore,S002,React,4,2,No
E4268,Chad Lee,S012,Project Management,6,7,No
E379,Debbie Gray,S015,Risk Management,7,11,Yes
E2727,Kenneth Duran,S009,Data Visualization,7,5,Yes
E1823,Christopher Rogers,S013,Financial Modeling,3,3,Yes
E026,Heather Park,S005,HTML/CSS,3,1,No
E304,Christopher Mccarty,S003,Node.js,7,12,Yes
E1455,Victoria Meyers,S012,Project Management,6,5,Yes
E4005,Gary Smith,S003,Node.js,3,1,No
E4011,Nathan Acevedo,S003,Node.js,2,2,Yes
E3037,Jordan Dunlap,S015,Risk Management,10,6,Yes
E4602,Andrew Morris,S001,JavaScript,8,6,No
E1396,Ronald Henderson,S008,Machine Learning,9,5,No
E1776,Ricky Jimenez,S013,Financial Modeling,10,10,No
E437,Christina Sanders,S002,React,8,8,Yes
E3804,Edward Bryant,S001,JavaScript,5,1,Yes
E1353,Melissa Fowler,S015,Risk Management,8,5,No
E3215,Michael Moore,S015,Risk Management,2,4,No
E2561,Alice Williams,S013,Financial Modeling,7,7,Yes
E1428,John Jones,S012,Project Management,2,2,Yes
E2364,Elizabeth Ingram,S013,Financial Modeling,5,1,No
E2817,Michael Beck,S003,Node.js,7,9,Yes
E1187,Sarah Weeks,S013,Financial Modeling,4,2,No
E4774,Taylor Hodge,S001,JavaScript,3,3,No
E4627,Thomas Deleon,S008,Machine Learning,4,1,Yes
E4147,Lance Rodriguez,S007,SQL,1,1,Yes
E3563,Beth Brown,S007,SQL,6,11,No
E1759,Anne Bell,S007,SQL,8,9,Yes
E2056,Alicia Little,S005,HTML/CSS,10,11,Yes
E2688,Douglas Freeman,S001,JavaScript,3,1,Yes
E1304,Garrett Chapman,S011,Consulting Basics,8,8,No
E4473,Robin Friedman,S009,Data Visualization,7,11,Yes
E1582,Kyle Lucas,S008,Machine Learning,1,1,No
E3306,Paige Miller,S001,JavaScript,5,1,Yes
E172,Jason Wade,S006,Python,7,9,Yes
E4884,Joshua Brooks,S001,JavaScript,2,2,No
E2032,Laura Wall,S009,Data Visualization,8,5,No
E1285,Paul Griffith,S006,Python,1,1,Yes
E2100,Ronnie Ramirez,S002,React,3,1,Yes
E1055,Amy Rogers,S001,JavaScript,4,1,
E617,David Perez,S010,Big Data,7,8,Yes
E1432,Nicholas Long,S008,Machine Learning,9,6,Yes
E2834,Sonya Flores,S004,Docker,9,12,Yes
E2867,Kelly Rocha,S010,Big Data,2,4,Yes
E173,Brandon Jordan,S005,HTML/CSS,6,10,No
E614,Amy Rivera,S003,Node.js,6,11,No
E817,Taylor Garrett,S006,Python,8,9,Yes
E192,Brenda Murphy,S001,JavaScript,6,8,Yes
E355,Michael Mann,S014,Client Management,4,1,No
E4057,Lacey Lynch,S007,SQL,7,9,No
E1632,John Edwards,S014,Client Management,4,4,Yes
E054,Kelly Cuevas,S010,Big Data,7,8,No
E800,Melissa Stanton,S005,HTML/CSS,6,11,Yes
E4053,John Knapp,S012,Project Management,6,5,Yes
E3944,Sherry Walker,S006,Python,6,8,No
E4952,Scott Cherry,S008,Machine Learning,2,4,No
E1674,Brandy Smith,S010,Big Data,2,4,No
E2525,Carol Alexander,S001,JavaScript,1,2,No
E332,Jessica Alexander,S005,HTML/CSS,1,2,Yes
E1726,Paul Hodge,S004,Docker,9,12,Yes
E1671,Valerie Pruitt DVM,S010,Big Data,5,2,Yes
E2673,Rodney Carter,S007,SQL,5,4,No
E1966,Michelle Mooney,S013,Financial Modeling,4,1,Yes
E3829,Catherine Boyd,S011,Consulting Basics,2,4,No
E4125,Sara Austin,S001,JavaScript,10,9,No
E3113,Austin Jones,S012,Project Management,10,8,Yes
E4611,Thomas Sherman,S004,Docker,4,1,No
E4414,David Garcia,S007,SQL,1,2,Yes
E3446,Anthony Sanders,S014,Client Management,10,11,Yes
E3468,Thomas Hurley,S011,Consulting Basics,1,4,No
E2720,James Sims,S009,Data Visualization,6,8,Yes
E017,Travis Moore,S003,Node.js,5,3,No
E2269,Bruce Gay,S005,HTML/CSS,4,1,No
E2738,Jason Taylor,S005,HTML/CSS,3,2,Yes
E3422,Jon Leach,S009,Data Visualization,4,1,Yes
E3969,Christopher Stafford Jr.,S006,Python,9,10,No
E4388,Cynthia Johnson,S004,Docker,10,9,No
E1208,Wayne Lang,S006,Python,10,9,Yes
E3199,Traci Gonzalez,S009,Data Visualization,9,6,No
E3597,Nicholas Miller,S005,HTML/CSS,9,6,No
E2604,Valerie Washington,S007,SQL,5,4,No
E3900,Melanie Simon,S012,Project Management,2,1,No
E3125,Bruce Petersen,S008,Machine Learning,2,2,Yes
E3063,John Allen,S005,HTML/CSS,3,1,Yes
E3573,Brent Lewis,S004,Docker,2,1,Yes
E1671,Valerie Pruitt DVM,S009,Data Visualization,7,9,Yes
E4552,Rebecca Murray,S010,Big Data,7,5,No
E3855,Rachael Patterson,S006,Python,8,5,No
E3166,Juan Johnson,S003,Node.js,3,3,Yes
E4667,Jessica King,S005,HTML/CSS,9,8,Yes
E425,Jeffrey Thompson,S004,Docker,2,2,No
E712,Carrie Torres,S015,Risk Management,9,9,No
E2212,Jordan Phillips Jr.,S004,Docker,6,8,No
E4248,Stephen Maldonado,S013,Financial Modeling,7,9,No
E3490,Lacey Williams,S012,Project Management,6,9,Yes
E4969,Chelsea Reeves,S014,Client Management,5,1,No
E2547,Nicole Mcneil,S005,HTML/CSS,1,4,No
E2449,Suzanne Glenn,S011,Consulting Basics,10,12,Yes
E068,Dustin Erickson,S013,Financial Modeling,7,8,No
E655,Gina Floyd,S009,Data Visualization,4,2,Yes
E670,Jennifer Burton,S004,Docker,1,4,No
E3480,Ashley Peterson,S001,JavaScript,8,8,No
E225,Carol Lawson,S014,Client Management,9,12,No
E3773,Patrick Hernandez,S002,React,1,3,Yes
E4594,Gina Ramirez,S013,Financial Modeling,5,2,No
E859,Mary Zuniga,S015,Risk Management,3,4,Yes
E3101,Michael Whitehead,S007,SQL,7,10,Yes
E2837,Haley King,S009,Data Visualization,10,6,No
E4131,Jonathan Huber,S006,Python,6,8,No
E3927,Stephanie Beck,S014,Client Management,9,7,No
E3032,Shelley Hardin,S002,React,3,1,No
E3005,Joshua Garrett,S012,Project Management,9,12,Yes
E3665,Mrs. Ashley Blankenship,S003,Node.js,3,4,No
E2076,Mia Carpenter,S005,HTML/CSS,8,6,Yes
E4279,Bernard Johnson,S003,Node.js,7,9,No
E3601,Aaron Miller,S011,Consulting Basics,6,7,No
E639,Mario Ballard,S003,Node.js,8,10,Yes
E3073,Jennifer Lozano,S007,SQL,3,2,No
E606,Brian Campbell,S011,Consulting Basics,10,5,No
E2478,Robert Christensen,S007,SQL,10,11,Yes
E1167,Roger King,S014,Client Management,4,4,No
E3217,Kayla Morris,S003,Node.js,8,10,Yes
E4618,Ricky Chavez,S013,Financial Modeling,1,3,Yes
E3944,Sherry Walker,S003,Node.js,4,4,No
E422,Cynthia Allen,S004,Docker,2,1,No
E3466,Susan Henderson,S009,Data Visualization,4,2,Yes
E4692,Melissa Morton,S011,Consulting Basics,7,8,No
E477,Brittany Dyer,S001,JavaScript,10,7,Yes
E1130,Patricia Armstrong,S012,Project Management,4,2,No
E475,Mark Jackson,S014,Client Management,6,12,Yes
E3734,Joshua Pollard,S003,Node.js,4,2,No
E4209,Stacy Baker,S010,Big Data,9,10,Yes
E4443,Cody Giles,S010,Big Data,3,3,Yes
E4765,Katrina Oliver,S008,Machine Learning,6,12,No
E4575,Anthony Allen,S010,Big Data,2,2,Yes
E204,Jeremy White,S003,Node.js,5,3,No
E3354,Kelli White,S014,Client Management,7,8,No
E3733,Jennifer Williams,S012,Project Management,2,4,Yes
E786,Shannon Baker,S003,Node.js,3,4,Yes
E3552,Anthony Hawkins,S011,Consulting Basics,8,10,No
E1242,Jacob Romero,S004,Docker,3,4,Yes
E2899,Danielle Elliott,S001,JavaScript,7,6,Yes
E3685,Gabriel Hahn,S012,Project Management,1,4,Yes
E794,Shawn Hernandez,S008,Machine Learning,,4,Yes
E4336,Jessica Hanson,S002,React,8,6,Yes
E2652,Jennifer Horn,S005,HTML/CSS,10,8,No
E1533,Amy Marks,S007,SQL,4,3,Yes
E466,Laura Hamilton,S006,Python,9,12,Yes
E949,Bobby Bates,S013,Financial Modeling,9,8,Yes
E1129,Rebecca Schultz,S005,HTML/CSS,5,4,Yes
E961,Judith Chavez,S006,Python,5,2,Yes
E665,Lisa Edwards,S013,Financial Modeling,5,4,Yes
E2329,Christopher Roberts,S004,Docker,3,3,Yes
E4989,Teresa Perry,S002,React,1,2,No
E2237,Andrew Gomez,S005,HTML/CSS,8,8,Yes
E3227,Melissa Horn,S001,JavaScript,8,7,No
E2094,Larry Shaw,S010,Big Data,5,3,No
E1468,Marc Johnston,S014,Client Management,4,1,Yes
E2024,Jacob Cole,S001,JavaScript,3,1,No
E357,Charlotte Rodriguez,S015,Risk Management,3,1,No
E1139,Samuel Graham,S012,Project Management,3,2,No
E4536,Madison Barton,S012,Project Management,3,1,Yes
E2922,Thomas Mckay,S006,Python,4,2,Yes
E1374,William Ferrell,S002,React,6,9,No
E061,Sarah Nichols,S004,Docker,5,2,No
E3991,Amy Robles,S003,Node.js,6,7,Yes
E026,Heather Park,S002,React,3,4,Yes
E1417,Pamela Wagner,S006,Python,2,1,No
E2494,Elizabeth Washington,S008,Machine Learning,1,2,Yes
E2771,Danielle Wright,S002,React,8,6,Yes
E1454,Michael Estrada,S010,Big Data,6,8,No
E2512,Dustin Harris,S007,SQL,7,8,No
E4866,Sara Cummings,S011,Consulting Basics,10,9,Yes
E145,Michael Roy,S007,SQL,1,3,No
E1270,Danielle Odonnell,S012,Project Management,4,1,Yes
E667,Wendy Greer,S014,Client Management,3,2,Yes
E1928,Katrina Williams,S009,Data Visualization,4,3,No
E351,Benjamin Hopkins,S014,Client Management,8,9,Yes
E3522,Jon Cross,S012,Project Management,3,1,No
E1859,Michael Mendoza,S001,JavaScript,9,6,Yes
E4087,Rachel Berger,S008,Machine Learning,2,1,Yes
E3789,Shannon Smith,S002,React,2,3,Yes
E1331,Robin Chen,S004,Docker,1,3,Yes
E010,Kelly Taylor,S009,Data Visualization,4,1,No
E4455,Todd Ford,S001,JavaScript,6,11,Yes
E4670,Rebekah Goodwin,S014,Client Management,8,12,Yes
E1760,Tracy Stanley,S011,Consulting Basics,9,12,Yes
E3212,Ronald Bailey,S005,HTML/CSS,3,1,No
E4287,Tammy Moran,S008,Machine Learning,5,3,No
E410,Jennifer Roy,S002,React,4,1,No
E1353,Melissa Fowler,S001,JavaScript,1,3,No
E1586,Gregory Decker,S005,HTML/CSS,7,10,No
E2677,Charles Williams,S009,Data Visualization,6,10,Yes
E561,Holly Anderson,S001,JavaScript,8,11,Yes
E1467,Joseph Davis,S007,SQL,4,3,Yes
E4521,Kevin Clayton,S011,Consulting Basics,5,4,No
E4898,Charles Cooper,S008,Machine Learning,8,7,Yes
E186,Samantha Lewis,S007,SQL,4,4,Yes
E659,Patricia Martin,S003,Node.js,7,5,Yes
E3381,Jade Hughes,S010,Big Data,8,12,Yes
E797,Melinda Terry,S011,Consulting Basics,10,6,No
E523,Dr. Ronald Brady,S011,Consulting Basics,10,11,Yes
E3111,Kimberly Nash,S012,Project Management,10,10,Yes
E3540,Claudia Collins,S005,HTML/CSS,9,10,Yes
E289,Chad Meyers,S011,Consulting Basics,3,2,No
E2162,John Cruz,S010,Big Data,6,7,Yes
E2917,Melissa Martin,S007,SQL,7,7,Yes
E3295,Mariah Evans,S008,Machine Learning,8,6,No
E4057,Lacey Lynch,S013,Financial Modeling,5,1,No
E4310,Scott Snyder,S014,Client Management,2,3,Yes
E985,Stephanie Byrd,S009,Data Visualization,8,6,No
E4196,Olivia Sweeney,S015,Risk Management,1,3,Yes
E2765,Wendy Watkins,S010,Big Data,5,4,No
E2860,Brianna Smith,S001,JavaScript,9,9,Yes
E788,Jonathan Freeman,S013,Financial Modeling,6,9,No
E3906,Mary Lee,S013,Financial Modeling,9,9,No
E2552,Robert Young,S003,Node.js,6,7,Yes
E2743,Nathaniel Lewis,S002,React,3,4,No
E627,Joseph Hebert Jr.,S007,SQL,6,9,No
E3172,Savannah Ramirez,S010,Big Data,4,2,No
E1409,Ashley Klein MD,S011,Consulting Basics,3,1,Yes
E1127,Elizabeth Marquez,S007,SQL,10,5,Yes
E1380,Jessica Bryant,S014,Client Management,5,2,Yes
E540,Harold Bartlett,S014,Client Management,7,12,No
E901,Richard Moore,S008,Machine Learning,6,9,Yes
E414,Dominique Smith,S003,Node.js,6,10,No
E1585,Mario Sanchez,S003,Node.js,7,12,No
E4546,Traci Patterson,S008,Machine Learning,2,3,Yes
E4371,Tammie West,S011,Consulting Basics,8,9,No
E1778,Laurie Ferguson,S010,Big Data,7,5,Yes
E258,Troy Taylor,S014,Client Management,7,12,No
E3532,Debra Howard,S013,Financial Modeling,7,8,Yes
E4329,Ryan Barnes,S013,Financial Modeling,4,1,Yes
E1444,Laurie Yang,S008,Machine Learning,8,7,No
E1713,John Alexander,S001,JavaScript,10,10,No
E4987,Joshua Castillo,S011,Consulting Basics,1,3,Yes
E214,Christopher Webb,S006,Python,10,8,Yes
E1579,William Davis,S002,React,6,10,Yes
E3099,Julie Graves,S008,Machine Learning,6,10,Yes
E3990,Brandon Jenkins,S003,Node.js,9,5,Yes
E253,Stacy Gutierrez,S013,Financial Modeling,7,7,No
E3175,Jennifer Hart,S006,Python,1,1,No
E2557,Thomas Collins,S002,React,5,3,No
E1641,Mrs. Rebecca Beltran PhD,S006,Python,9,11,Yes
E3646,Stacy Barnes,S013,Financial Modeling,4,2,No
E2939,Christopher Murphy,S008,Machine Learning,8,8,Yes
E3440,Jennifer Brock,S013,Financial Modeling,4,2,Yes
E3657,Jennifer Miller,S004,Docker,4,1,No
E4587,Richard Moreno,S013,Financial Modeling,3,4,Yes
E2435,Stephanie Edwards,S002,React,7,7,Yes
E4657,James Turner,S014,Client Management,8,5,No
E1746,Nicole Martin,S006,Python,9,11,No
E1891,Richard Mccarty,S009,Data Visualization,10,5,Yes
E624,Jacqueline Jones,S009,Data Visualization,6,10,No
E3881,Eric Gonzalez,S001,JavaScript,4,4,Yes
E1277,Amy Rocha,S001,JavaScript,4,2,No
E4941,Mary Williamson,S001,JavaScript,6,9,Yes
E3972,Nicole Gonzales,S011,Consulting Basics,6,11,No
E4871,Corey Jones,S015,Risk Management,6,11,No
E4668,Judy Welch,S006,Python,1,3,No
E819,James Roth,S001,JavaScript,7,8,No
E1644,Ashlee Anderson,S006,Python,10,6,Yes
E3184,Austin Baldwin,S012,Project Management,2,4,Yes
E2476,Gina Moore,S008,Machine Learning,10,9,No
E3006,Alexandria Williams,S011,Consulting Basics,4,2,Yes
E087,Sara Price,S014,Client Management,2,1,No
E4539,Amanda King,S008,Machine Learning,2,1,No
E398,Mrs. Rebecca Whitney,S008,Machine Learning,8,11,Yes
E1570,Albert Nash,S010,Big Data,9,10,No
E1010,Elizabeth Walsh,S014,Client Management,10,10,No
E359,Gwendolyn Alexander,S014,Client Management,10,10,Yes
E1368,Jeffrey Wheeler,S007,SQL,5,1,Yes
E2858,Brandon Mann,S010,Big Data,2,4,Yes
E3818,Rodney Barr,S001,JavaScript,10,9,No
E4684,Caitlin Sanchez DDS,S007,SQL,6,8,No
E2726,Steven Grant,S008,Machine Learning,4,4,Yes
E1089,Mckenzie Hammond,S013,Financial Modeling,9,11,Yes
E1686,Brandon Chang,S010,Big Data,8,5,Yes
E506,Brian Maddox,S003,Node.js,2,2,Yes
E1128,Sarah Snyder,S006,Python,4,2,No
E3075,Sylvia Cochran,S007,SQL,1,4,No
E1126,Anthony Horton,S015,Risk Management,1,3,Yes
E829,Logan Saunders,S003,Node.js,9,11,No
E2420,Jeremiah Smith,S014,Client Management,10,7,Yes
E1496,Frank Graham,S015,Risk Management,3,4,Yes
E164,Joshua Daugherty,S007,SQL,8,10,No
E3327,Michael Jackson,S013,Financial Modeling,9,5,No
E086,Dr. Sarah Martinez,S010,Big Data,10,6,Yes
E3754,Brad Jackson,S005,HTML/CSS,2,2,Yes
E4975,Donna Carter,S007,SQL,8,7,No
E3425,Mary Holmes,S013,Financial Modeling,4,2,No
E4061,Edward Hernandez,S015,Risk Management,7,8,No
E2436,Carla Smith,S005,HTML/CSS,4,3,Yes
E106,Sean Chavez,S004,Docker,5,3,Yes
E2522,Amy Pearson,S011,Consulting Basics,7,12,Yes
E364,Pam Jones,S007,SQL,1,3,Yes
E2124,Emily Pugh,S005,HTML/CSS,9,9,No
E2879,Bryan Lopez,S012,Project Management,2,4,Yes
E289,Chad Meyers,S014,Client Management,8,9,Yes
E3397,Aaron Dunn,S001,JavaScript,3,2,Yes
E728,Aaron Harvey,S007,SQL,6,6,Yes
E4528,Jennifer Castro,S002,React,6,10,No
E4300,Stephanie Torres,S007,SQL,2,4,No
E1360,Manuel Thompson,S002,React,6,9,Yes
E888,Amanda Miller,S010,Big Data,2,1,Yes
E2768,Katherine Ortiz,S005,HTML/CSS,10,7,No
E4946,Nicole Hudson,S001,JavaScript,8,12,No
E345,Luis Jones,S007,SQL,1,1,Yes
E4995,Samantha Oconnell,S009,Data Visualization,6,8,Yes
E1681,Christopher Garrett,S011,Consulting Basics,2,3,Yes
E4984,Joseph Ryan,S015,Risk Management,7,10,No
E2148,Heather Jackson,S009,Data Visualization,5,4,Yes
E3009,Brianna Padilla,S010,Big Data,10,6,Yes
E3026,Autumn Carter,S004,Docker,9,6,No
E2168,Charles Adams,S008,Machine Learning,2,3,No
E3662,Victoria Ramirez,S003,Node.js,5,1,Yes
E2069,Tracy Torres,S015,Risk Management,3,1,Yes
E3718,Amanda Martinez,S006,Python,9,12,No
E4284,Colin Roy,S012,Project Management,2,3,No
E888,Amanda Miller,S009,Data Visualization,10,10,No
E1333,Kevin Chapman,S013,Financial Modeling,2,3,No
E1213,Tiffany Kerr,S013,Financial Modeling,4,1,No
E4080,Kelli Matthews,S003,Node.js,1,2,Yes
E3944,Sherry Walker,S004,Docker,6,11,Yes
E3927,Stephanie Beck,S009,Data Visualization,8,10,No
E3064,Kevin Moore,S003,Node.js,1,2,No
E4451,Richard Robinson,S008,Machine Learning,4,1,
E3541,Blake Lane,S008,Machine Learning,9,11,No
E2329,Christopher Roberts,S008,Machine Learning,9,5,Yes
E4827,Jessica Miller,S002,React,2,1,Yes
E1899,Angela Mitchell,S012,Project Management,10,9,Yes
E3035,Rebecca Cortez,S007,SQL,4,4,No
E2920,Jennifer Dunlap,S001,JavaScript,3,3,Yes
E2976,Billy Horn,S014,Client Management,8,10,Yes
E149,Whitney Brown,S007,SQL,10,9,No
E1596,Christie Vasquez,S008,Machine Learning,1,2,No
E2151,Joseph Reyes,S004,Docker,9,6,Yes
E3291,Cynthia Travis,S007,SQL,10,5,No
E2465,William Gutierrez,S006,Python,8,8,No
E1747,Jennifer Castaneda,S011,Consulting Basics,2,1,Yes
E717,Zachary Brown,S001,JavaScript,8,5,No
E4453,Taylor Fuller,S012,Project Management,1,3,No
E471,Jessica Perry,S008,Machine Learning,7,11,No
E4138,Alex Villa,S004,Docker,10,11,Yes
E415,Robert Richardson,S006,Python,4,4,No
E3001,Larry Roth,S007,SQL,8,10,Yes
E1411,Katherine Johnson,S001,JavaScript,7,6,No
E2132,Glenn Hughes,S007,SQL,5,3,No
E4251,Robert Fisher,S013,Financial Modeling,6,6,No
E263,Stephen Holder,S014,Client Management,3,3,No
E967,Emily Lane,S015,Risk Management,3,2,Yes
E4047,Patricia Norton,S014,Client Management,6,10,No
E1746,Nicole Martin,S009,Data Visualization,4,1,Yes
E927,Eric Webster,S009,Data Visualization,4,3,Yes
E259,Ashley Hall,S006,Python,7,5,Yes
E3383,Angel Lee,S015,Risk Management,10,11,Yes
E4815,Lori Hansen,S004,Docker,10,9,No
E4416,Teresa Ferguson,S008,Machine Learning,1,2,Yes
E4221,Lori Chandler,S015,Risk Management,5,1,No
E4291,Perry Kelly,S012,Project Management,3,3,Yes
E4215,Nancy Robinson,S010,Big Data,3,4,Yes
E324,Christopher Jones,S014,Client Management,4,1,Yes
E2402,Kent Carter Jr.,S002,React,2,3,Yes
E4498,Kenneth Thomas,S004,Docker,2,2,No
E1103,Gary Evans,S010,Big Data,8,8,No
E2280,Tammy Alexander,S015,Risk Management,2,4,Yes
E626,Ashley Cruz,S009,Data Visualization,4,2,No
E2058,Cynthia Scott,S010,Big Data,1,1,Yes
E2232,Joshua Henderson,S002,React,2,1,Yes
E3652,Gary Mendoza,S013,Financial Modeling,7,6,Yes
E780,Robert Nelson,S003,Node.js,8,8,Yes
E4890,Scott Lee,S004,Docker,5,3,No
E114,Eric Black,S010,Big Data,6,10,No
E1283,Danielle Pierce,S002,React,6,6,Yes
E987,David Hamilton,S011,Consulting Basics,5,3,No
E1465,Justin Morgan,S012,Project Management,3,4,No
E799,Patrick Rhodes,S005,HTML/CSS,5,2,Yes
E3948,Patricia Walter,S004,Docker,3,1,Yes
E2752,Margaret Singh,S003,Node.js,6,12,No
E743,Michael Tran,S001,JavaScript,2,2,No
E4278,Monica Castaneda,S002,React,2,4,Yes
E1378,Bethany Peters,S009,Data Visualization,3,3,Yes
E924,Thomas James,S002,React,2,4,No
E3519,Ronald Frost,S003,Node.js,9,11,Yes
E2365,Michelle Diaz,S005,HTML/CSS,4,1,Yes
E1166,Russell Hartman,S001,JavaScript,6,6,No
E2115,Steven Morgan,S004,Docker,3,3,No
E4314,Edward Young,S002,React,6,10,No
E4007,Amanda Johns,S001,JavaScript,9,8,Yes
E4174,Paula King,S013,Financial Modeling,4,3,No
E3747,Steven Suarez,S010,Big Data,1,3,No
E160,Michael Roberts,S005,HTML/CSS,5,3,Yes
E3031,Kenneth Castillo,S005,HTML/CSS,10,8,Yes
E3670,Lisa Moore,S003,Node.js,2,2,No
E1106,Briana Santos,S006,Python,2,4,No
E1381,Adam Ramos,S008,Machine Learning,5,4,No
E4816,Joshua Crosby,S006,Python,1,3,Yes
E1368,Jeffrey Wheeler,S009,Data Visualization,2,2,Yes
E4862,Jacob Anderson,S012,Project Management,6,9,No
E1332,Abigail Jones,S011,Consulting Basics,5,3,No
E995,Cassandra Morris,S014,Client Management,4,2,Yes
E2304,Jordan Jones,S015,Risk Management,1,1,No
E1056,Sarah Brady,S007,SQL,3,2,No
E3679,Penny Clark,S014,Client Management,1,4,Yes
E1427,John Gregory,S008,Machine Learning,3,1,Yes
E951,Michael Silva,S007,SQL,5,3,Yes
E1375,Robert Jackson,S009,Data Visualization,2,4,Yes
E4826,Jennifer Booth,S015,Risk Management,4,1,No
E322,Jonathan Adams,S002,React,1,4,No
E3675,Amy Smith,S013,Financial Modeling,2,4,No
E1315,Jason Thompson,S005,HTML/CSS,7,8,Yes
E677,Taylor Gibson,S009,Data Visualization,6,11,Yes
E2511,Alexander Kelly,S009,Data Visualization,5,2,No
E3788,Michelle Conway,S012,Project Management,4,1,Yes
E3764,Joshua Murphy,S001,JavaScript,7,11,No
E4848,Evan Benitez,S011,Consulting Basics,4,3,No
E3053,Jamie Williams,S014,Client Management,3,3,Yes
E4478,Michael Burton,S002,React,5,1,Yes
E3154,Courtney Baxter,S007,SQL,5,1,No
E902,Kimberly Deleon,S010,Big Data,4,1,No
E3121,Brenda Mcdaniel,S013,Financial Modeling,8,6,No
E195,Megan Padilla,S009,Data Visualization,5,1,No
E1132,Brandon Cook,S004,Docker,10,10,Yes
E1346,Jonathan Smith,S006,Python,8,12,Yes
E628,James Thompson,S011,Consulting Basics,10,6,No
E4478,Michael Burton,S015,Risk Management,3,2,Yes
E032,David Taylor,S001,JavaScript,7,5,No
E2835,Danielle Kerr,S002,React,9,9,No
E136,Roy Baker,S013,Financial Modeling,2,3,No
E2504,John Obrien,S002,React,6,12,Yes
E4590,Rebekah Foster,S013,Financial Modeling,3,3,No
E783,Kimberly Berger,S012,Project Management,9,10,No
E2677,Charles Williams,S010,Big Data,3,2,Yes
E4710,William Barber,S011,Consulting Basics,3,1,No
E2984,Thomas Baker,S006,Python,5,2,No
E1575,Kristi Nguyen,S002,React,5,2,No
E3303,Stephanie Mcmillan,S007,SQL,6,10,No
E3194,Matthew Nguyen,S008,Machine Learning,6,5,Yes
E4806,Emily Compton,S009,Data Visualization,9,10,Yes
E172,Jason Wade,S012,Project Management,1,3,No
E3445,Norma James,S009,Data Visualization,8,7,Yes
E3207,Richard Gibson,S006,Python,9,10,No
E4696,Lauren Wise,S012,Project Management,7,11,Yes
E2097,Kristy Powell,S007,SQL,10,7,No
E1413,Ricardo Sullivan,S015,Risk Management,10,11,No
