emp_id,emp_name,T_id,T_name,project_score,hackerrank_score,completed
E1737,Tiffany Trevino,T2572,Machine Learning Basics,24,1,1
E3695,Kristin Jones,T2573,Financial Modeling,27,31,0
E4888,David Hammond,T2574,DevOps with Docker,17,14,0
E2859,Hannah Davis,T2575,Machine Learning Basics,83,64,1
E1407,Carlos Padilla,T2576,React and Redux,36,19,0
E724,Mark Roberts,T2577,Machine Learning Basics,63,62,1
E2517,Joseph Brown,T2578,Advanced Data Visualization,40,35,0
E3567,Stacey Obrien,T2579,Client Relationship Management,20,2,0
E1149,Frank Ali,T2580,Full-Stack Web Development,2,13,0
E2535,Sherri Payne,T2581,Consulting Essentials,7,27,0
E1104,Debbie Robinson,T2582,Consulting Essentials,19,29,1
E2170,Jay Kennedy,T2583,Project Management for Consultants,6,26,0
E106,Sean Chavez,T2584,Consulting Essentials,6,84,1
E3783,Holly Stark,T2585,Business Process Management,83,54,1
E3561,David Johnson,T2586,Client Relationship Management,94,95,1
E1205,Michael Thomas,T2587,Advanced Data Visualization,5,13,0
E3999,John Mitchell,T2588,Full-Stack Web Development,21,73,1
E2363,Kenneth Sanchez,T2589,Advanced Data Visualization,68,24,1
E1192,Casey Perez,T2590,React and Redux,8,7,0
E3013,Joshua Berg,T2591,Business Process Management,36,25,0
E1090,Cynthia Garcia,T2592,Consulting Essentials,18,55,1
E2636,Wyatt Morris,T2593,Data Science Bootcamp,10,66,1
E4152,Nicole Good,T2594,Python for Data Analysis,65,0,1
E2149,Dawn Sanchez,T2595,Project Management for Consultants,35,25,1
E4835,Todd Foley,T2596,DevOps with Docker,23,29,0
E4947,Peter Roberts,T2597,SQL Mastery,1,21,0
E2318,Terri Kirk,T2598,Python for Data Analysis,43,43,1
E1087,Emily Cook,T2599,Full-Stack Web Development,30,7,0
E872,Mike Malone,T2600,SQL Mastery,38,35,0
E3954,Kristen Jennings,T2601,Node.js Masterclass,20,35,0
E2691,Amy Kent,T2602,Python for Data Analysis,19,33,1
E3114,Michelle Castillo,T2603,Advanced Data Visualization,45,44,0
E3929,Emma Ward,T2604,React and Redux,48,66,1
E991,Teresa Bryant,T2605,Machine Learning Basics,81,38,1
E2570,Chad Drake,T2606,Full-Stack Web Development,18,43,1
E4934,Daniel Krause,T2607,Data Science Bootcamp,99,88,0
E1568,Amy Gonzales,T2608,Full-Stack Web Development,54,85,1
E557,Joshua Stephenson,T2609,Full-Stack Web Development,86,69,1
E4663,Christina Hickman,T2610,Advanced JavaScript,36,26,0
E4303,Casey Coleman,T2611,Python for Data Analysis,5,58,1
E1426,John Reid,T2612,Data Science Bootcamp,43,99,1
E2835,Danielle Kerr,T2613,DevOps with Docker,37,67,1
E230,John Gordon,T2614,Client Relationship Management,37,26,0
E3127,John Saunders,T2615,SQL Mastery,85,60,1
E1919,Mary Nelson,T2616,DevOps with Docker,100,32,1
E3001,Larry Roth,T2617,Full-Stack Web Development,94,17,1
E1725,Carol Klein,T2618,Advanced Data Visualization,2,24,0
E4267,Trevor Davis,T2619,Node.js Masterclass,47,75,1
E1225,Daniel Castillo,T2620,SQL Mastery,40,11,1
E1446,Darlene Ray,T2621,Advanced Data Visualization,20,79,1
E4828,Angela Dunn,T2622,Project Management for Consultants,16,9,1
E2918,Robert Petersen,T2623,Project Management for Consultants,22,6,0
E135,Joseph Collins,T2624,Data Science Bootcamp,39,16,0
E770,Corey Adkins,T2625,Machine Learning Basics,99,38,1
E1070,Kristen Sanchez,T2626,Node.js Masterclass,1,24,0
E3772,Anthony Vaughn,T2627,SQL Mastery,37,35,0
E4895,Regina Villa,T2628,Full-Stack Web Development,49,14,1
E3454,Garrett Johnson,T2629,Node.js Masterclass,2,98,1
E517,Elizabeth Young,T2630,Node.js Masterclass,25,71,1
E157,Steven Rodriguez,T2631,React and Redux,17,82,1
E2253,Angela Miller,T2632,Machine Learning Basics,53,24,1
E4397,Yvonne Martinez,T2633,Advanced JavaScript,69,59,1
E4419,Robert Velazquez,T2634,Client Relationship Management,30,32,0
E1103,Gary Evans,T2635,Machine Learning Basics,47,35,0
E4933,Amanda Montgomery,T2636,Advanced JavaScript,75,66,0
E2674,Cameron Hunt,T2637,Client Relationship Management,0,28,0
E4000,David Bishop,T2638,Business Process Management,40,39,0
E3407,Emma Kelly,T2639,React and Redux,25,6,0
E252,Melissa Ward,T2640,React and Redux,21,0,0
E1175,Sarah Moon,T2641,SQL Mastery,81,89,1
E2976,Billy Horn,T2642,Machine Learning Basics,54,35,1
E1382,Joshua Burton,T2643,Consulting Essentials,35,10,0
E1678,Emma Mercer,T2644,Project Management for Consultants,23,1,0
E1751,Johnathan Moran,T2645,Node.js Masterclass,39,61,1
E2196,Evelyn Chang,T2646,Machine Learning Basics,27,16,0
E3392,Brandon Baker,T2647,Data Science Bootcamp,3,25,0
E1879,Bradley Zhang,T2648,Data Science Bootcamp,45,42,1
E698,David Webb,T2649,SQL Mastery,91,74,1
E2363,Kenneth Sanchez,T2650,Full-Stack Web Development,9,10,0
E3452,Jeremy Myers,T2651,Full-Stack Web Development,74,82,1
E1356,Rita Andersen,T2652,Financial Modeling,30,16,0
E3624,Darlene Snyder,T2653,Advanced Data Visualization,6,40,1
E4600,Linda George,T2654,Project Management for Consultants,87,32,1
E1647,Joshua Lawrence,T2655,Financial Modeling,32,5,0
E4257,Allen Walker,T2656,Machine Learning Basics,30,11,1
E3939,Karen Long,T2657,SQL Mastery,34,11,1
E1259,Mckenzie Reyes,T2658,Python for Data Analysis,23,17,0
E4109,Michael Olsen,T2659,Advanced Data Visualization,13,18,0
E2876,Christina Marks,T2660,Node.js Masterclass,68,30,0
E1488,Lisa Hill,T2661,Client Relationship Management,35,21,1
E818,Richard Brady,T2662,SQL Mastery,0,17,0
E2887,Brandon Nguyen,T2663,Data Science Bootcamp,53,46,1
E1135,Dr. Donna Johnson MD,T2664,Financial Modeling,85,85,1
E1470,Brandon Carter,T2665,React and Redux,19,4,0
E1126,Anthony Horton,T2666,Client Relationship Management,71,21,1
E3988,Samantha Anderson,T2667,Data Science Bootcamp,80,41,1
E3409,Leonard Williams,T2668,Data Science Bootcamp,67,20,1
E4950,Mark Miller,T2669,Python for Data Analysis,29,0,0
E1740,Kristin Douglas,T2670,Machine Learning Basics,21,58,0
E3745,Wendy Benson,T2671,Node.js Masterclass,34,77,1
E1970,Julie Boyle,T2672,Advanced Data Visualization,11,82,1
E2968,Cynthia Reyes,T2673,Advanced Data Visualization,40,73,1
E1865,Dennis Erickson,T2674,Machine Learning Basics,21,24,0
E4075,Danielle Bauer,T2675,DevOps with Docker,14,36,1
E2793,Mr. Luis Alvarado,T2676,Python for Data Analysis,20,15,0
E257,Patricia Fowler,T2677,Project Management for Consultants,3,12,0
E868,Melinda Malone,T2678,DevOps with Docker,37,10,0
E3857,Ronald Madden,T2679,SQL Mastery,25,4,0
E1729,Elizabeth Baker,T2680,React and Redux,24,29,0
E1413,Ricardo Sullivan,T2681,Project Management for Consultants,14,42,1
E4607,April Jordan,T2682,Advanced Data Visualization,37,45,1
E4955,Nicholas Perez,T2683,Client Relationship Management,79,25,1
E4307,Christine Brown,T2684,Project Management for Consultants,31,0,0
E3442,Leslie Johnson,T2685,SQL Mastery,80,32,1
E3713,Patricia Allen,T2686,Data Science Bootcamp,10,78,1
E1435,Shelly Fleming,T2687,Machine Learning Basics,37,77,1
E3060,Stephanie Newton,T2688,Python for Data Analysis,42,11,1
E890,Chad Alvarado,T2689,Project Management for Consultants,86,38,1
E4745,Gordon Williams,T2690,Python for Data Analysis,39,27,0
E3545,Joseph Flores,T2691,Full-Stack Web Development,21,44,1
E2902,Chad Norris,T2692,Consulting Essentials,17,58,1
E3454,Garrett Johnson,T2693,Python for Data Analysis,87,47,0
E3327,Michael Jackson,T2694,Client Relationship Management,9,35,1
E1330,Sarah Washington,T2695,Full-Stack Web Development,71,72,1
E571,Richard Norris,T2696,Advanced Data Visualization,23,31,0
E3993,Andrew Morgan,T2697,Node.js Masterclass,13,40,0
E2342,Wanda Murray,T2698,Consulting Essentials,13,5,0
E4247,Kenneth King V,T2699,DevOps with Docker,12,7,1
E3483,David Cunningham,T2700,SQL Mastery,22,81,1
E2509,David Rice,T2701,DevOps with Docker,27,9,1
E2810,Robert Jones,T2702,Consulting Essentials,16,86,1
E1202,Stefanie Gonzalez,T2703,React and Redux,47,53,1
E1518,Steven Jennings,T2704,Client Relationship Management,26,18,0
E1682,Sean Castillo,T2705,DevOps with Docker,52,39,1
E4997,Robert Shelton,T2706,Consulting Essentials,14,20,0
E1423,Wanda White,T2707,Node.js Masterclass,14,70,1
E4465,Christopher Moody,T2708,Full-Stack Web Development,70,12,1
E254,Dr. Larry Hernandez,T2709,SQL Mastery,32,22,0
E3969,Christopher Stafford Jr.,T2710,Financial Modeling,92,55,1
E4843,Cassie Gutierrez,T2711,Project Management for Consultants,40,33,0
E607,Mitchell Lee,T2712,DevOps with Docker,23,15,0
E1114,Jody Wu,T2713,Consulting Essentials,75,91,1
E481,Melanie Cooke,T2714,Consulting Essentials,49,19,1
E4219,Kristen Moyer,T2715,React and Redux,0,5,0
E1224,Christopher Joseph,T2716,Data Science Bootcamp,18,24,0
E2438,Leslie Meadows,T2717,SQL Mastery,64,45,1
E3316,John Hampton,T2718,Full-Stack Web Development,91,67,1
E3472,Nancy Bennett,T2719,Node.js Masterclass,23,32,0
E2853,Kenneth Richard,T2720,SQL Mastery,36,55,1
E3796,George Gomez,T2721,Project Management for Consultants,14,59,1
E3916,Dana Lee,T2722,React and Redux,36,61,1
E4756,Amy Brown,T2723,SQL Mastery,11,19,0
E3329,George Fisher,T2724,Data Science Bootcamp,38,3,1
E2881,Caitlin Fuller,T2725,React and Redux,27,36,0
E4156,Mike Zimmerman,T2726,Data Science Bootcamp,31,74,1
E4346,Cynthia Moore,T2727,SQL Mastery,88,94,1
E331,Diana Mcgee,T2728,DevOps with Docker,21,32,0
E1396,Ronald Henderson,T2729,Client Relationship Management,75,55,1
E3181,Eric Reilly,T2730,Project Management for Consultants,11,27,0
E2964,Abigail Rollins,T2731,Advanced JavaScript,38,8,1
E4829,Todd Gonzalez,T2732,Python for Data Analysis,6,9,0
E4617,Amanda Taylor,T2733,Business Process Management,36,38,1
E4001,Brianna Weiss,T2734,React and Redux,23,29,1
E4656,Joseph Sandoval,T2735,Advanced JavaScript,58,49,1
E4528,Jennifer Castro,T2736,Project Management for Consultants,37,93,1
E087,Sara Price,T2737,Python for Data Analysis,29,80,1
E4791,Erika Wood,T2738,Node.js Masterclass,37,2,0
E1572,Dawn Little,T2739,SQL Mastery,20,26,0
E706,Michelle Rodriguez,T2740,Client Relationship Management,21,32,0
E1142,Maria Moran,T2741,Node.js Masterclass,9,2,0
E4492,Jesse Thompson,T2742,React and Redux,37,39,0
E255,Danielle Phillips,T2743,React and Redux,70,34,1
E2850,Susan Evans,T2744,Advanced Data Visualization,37,10,0
E4386,Nathan Cox,T2745,Data Science Bootcamp,12,16,0
E1280,Debra Jordan,T2746,Advanced Data Visualization,23,79,1
E492,Gregory Adams,T2747,Full-Stack Web Development,55,23,0
E697,Tamara Rush,T2748,Python for Data Analysis,15,4,0
E3212,Ronald Bailey,T2749,Project Management for Consultants,30,6,0
E883,Melanie Haynes,T2750,DevOps with Docker,19,8,0
E1807,Heather Strong,T2751,React and Redux,23,0,1
E190,Mark Chavez,T2752,Consulting Essentials,40,0,0
E3877,Betty Ellison,T2753,Project Management for Consultants,37,7,1
E1570,Albert Nash,T2754,Full-Stack Web Development,36,36,0
E4027,Richard Banks,T2755,Consulting Essentials,34,4,0
E2458,David Thompson,T2756,SQL Mastery,94,43,1
E3388,Stephanie Michael,T2757,SQL Mastery,1,7,0
E4092,Todd King,T2758,Consulting Essentials,28,10,0
E3263,Madison Brown,T2759,Project Management for Consultants,56,20,1
E4536,Madison Barton,T2760,Node.js Masterclass,26,13,0
E4526,Kimberly Vazquez,T2761,Advanced Data Visualization,1,14,0
E1922,Sean Marsh,T2762,Python for Data Analysis,11,5,0
E3966,Matthew Jennings,T2763,DevOps with Docker,22,24,0
E3042,Devin Parsons,T2764,Project Management for Consultants,1,8,0
E2642,Denise Allen,T2765,Advanced JavaScript,36,30,0
E3705,Benjamin Harrell,T2766,DevOps with Docker,98,36,1
E4298,Randy Hess,T2767,DevOps with Docker,39,12,0
E1664,Tyler Reese,T2768,Machine Learning Basics,79,65,1
E1523,Toni Castro,T2769,Python for Data Analysis,5,29,0
E1313,Kristina Barry,T2770,Python for Data Analysis,29,99,1
E3708,Bethany Garrett,T2771,Business Process Management,16,7,0
E1827,Daniel Ramos,T2772,Data Science Bootcamp,28,75,1
E4128,Stacy Marshall,T2773,Client Relationship Management,30,36,0
E2936,David Farrell,T2774,Advanced Data Visualization,24,34,1
E4238,Juan Calhoun,T2775,Node.js Masterclass,7,11,1
E4967,Lisa Ward,T2776,React and Redux,29,99,1
E4677,Christopher Newton,T2777,Node.js Masterclass,30,30,0
E2842,Wanda Walsh,T2778,Financial Modeling,10,35,0
E3460,Nicole Scott,T2779,Advanced Data Visualization,51,100,1
E1806,Angela Ramirez PhD,T2780,Python for Data Analysis,13,72,1
E348,David Hamilton,T2781,Node.js Masterclass,30,72,1
E2912,Miguel Wallace,T2782,DevOps with Docker,85,27,0
E1100,Margaret Kennedy,T2783,Financial Modeling,23,36,0
E3142,Joshua Miller,T2784,React and Redux,46,44,1
E3414,Sarah Morris,T2785,Advanced JavaScript,11,29,0
E1288,Katrina Smith,T2786,DevOps with Docker,96,16,1
E2119,Valerie Robinson,T2787,DevOps with Docker,51,39,1
E2248,Timothy Phillips,T2788,React and Redux,31,37,0
E2924,Maria Davis,T2789,Advanced Data Visualization,24,12,0
E3792,Todd Erickson,T2790,Python for Data Analysis,28,28,0
E4828,Angela Dunn,T2791,SQL Mastery,28,61,1
E848,Lindsay Keller,T2792,Data Science Bootcamp,53,70,1
E1189,Donald Palmer,T2793,Python for Data Analysis,66,36,1
E1867,Kelly Lamb,T2794,Data Science Bootcamp,7,10,0
E2043,Michael Wright,T2795,Advanced JavaScript,5,21,0
E512,Cynthia Kirby,T2796,DevOps with Docker,14,13,0
E926,Jonathan Morton,T2797,Node.js Masterclass,87,88,1
E3101,Michael Whitehead,T2798,Advanced Data Visualization,17,18,0
E3615,Spencer Coleman,T2799,DevOps with Docker,9,12,0
E4590,Rebekah Foster,T2800,Machine Learning Basics,44,80,1
E1856,Pamela Lee,T2801,Client Relationship Management,38,28,0
E035,Tiffany Austin,T2802,Machine Learning Basics,8,16,1
E2169,Robert Mcgrath,T2803,Client Relationship Management,24,19,0
E297,Anthony Escobar,T2804,Advanced Data Visualization,29,49,1
E4546,Traci Patterson,T2805,Full-Stack Web Development,1,5,0
E3046,Timothy Pollard,T2806,React and Redux,2,39,1
E1469,Kimberly Robinson,T2807,Consulting Essentials,3,33,0
E3282,Sean Chen,T2808,Python for Data Analysis,24,32,0
E3286,Sherry Bowman,T2809,Financial Modeling,53,43,1
E3297,Richard Martinez,T2810,SQL Mastery,37,21,1
E3892,Stacie Blevins,T2811,Data Science Bootcamp,19,36,0
E3448,Cindy Brown,T2812,SQL Mastery,3,39,0
E1184,Toni Moreno,T2813,Data Science Bootcamp,66,42,1
E1208,Wayne Lang,T2814,Data Science Bootcamp,4,39,0
E2419,Matthew King,T2815,DevOps with Docker,20,34,0
E3730,Adam Kirby,T2816,Project Management for Consultants,17,15,0
E3489,Tamara Shepherd,T2817,React and Redux,18,34,0
E4386,Nathan Cox,T2818,SQL Mastery,19,6,0
E3403,Jennifer Mitchell,T2819,Advanced Data Visualization,5,37,1
E2401,Robin Jenkins,T2820,DevOps with Docker,35,0,0
E2822,Theresa Castro,T2821,Project Management for Consultants,65,17,1
E3232,Denise Terry,T2822,Client Relationship Management,72,23,1
E1753,Sharon Roberson,T2823,Full-Stack Web Development,55,89,1
E4251,Robert Fisher,T2824,Consulting Essentials,24,42,1
E4162,Allison Gonzalez,T2825,DevOps with Docker,23,29,0
E4093,Susan Coleman,T2826,React and Redux,2,6,0
E793,Stephanie Hobbs,T2827,Advanced Data Visualization,40,27,0
E2889,Erica Jennings,T2828,Full-Stack Web Development,8,5,0
E2988,Julia Harmon,T2829,Advanced Data Visualization,17,2,0
E4966,Angela Harris,T2830,Consulting Essentials,40,39,0
E3483,David Cunningham,T2831,Advanced JavaScript,0,7,0
E4939,Jeffrey Jenkins,T2832,Client Relationship Management,47,25,1
E3806,Regina King,T2833,Financial Modeling,38,32,0
E4425,Walter Parker,T2834,Machine Learning Basics,9,100,1
E189,Dr. Alec Hernandez MD,T2835,Project Management for Consultants,8,35,0
E1970,Julie Boyle,T2836,Financial Modeling,22,3,0
E4592,Nathan Combs,T2837,Full-Stack Web Development,23,81,1
E152,Mrs. Brenda Avila,T2838,Machine Learning Basics,20,7,0
E2188,Tiffany Williams,T2839,DevOps with Docker,19,71,1
E401,Frederick Brewer,T2840,Advanced Data Visualization,91,67,1
E4985,Donna Moore,T2841,Data Science Bootcamp,20,37,0
E2892,Holly Oliver,T2842,Python for Data Analysis,29,88,1
E4537,Melissa Griffin,T2843,Client Relationship Management,58,32,1
E3830,Christopher Flowers,T2844,Business Process Management,35,0,0
E3270,Robert Evans,T2845,Node.js Masterclass,28,7,1
E069,Jared Stevenson,T2846,Machine Learning Basics,19,44,1
E1002,Rebecca Acosta,T2847,Consulting Essentials,22,6,0
E1244,Michelle Harrison,T2848,Python for Data Analysis,61,53,1
E2148,Heather Jackson,T2849,Advanced Data Visualization,71,69,1
E4918,Ronald Luna,T2850,Python for Data Analysis,31,53,1
E3942,Evan Mendoza,T2851,Data Science Bootcamp,30,68,1
E599,Jessica Campbell,T2852,Advanced Data Visualization,29,25,0
E1947,Ruth Wright,T2853,SQL Mastery,11,25,0
E042,Joshua Davis,T2854,Data Science Bootcamp,87,41,1
E2742,Gabriel Banks,T2855,Data Science Bootcamp,30,27,0
E4551,Katherine Faulkner,T2856,Python for Data Analysis,89,10,0
E4483,Jessica Barnes,T2857,Node.js Masterclass,30,19,0
E2263,John Mcdaniel,T2858,Consulting Essentials,39,35,0
E4852,William Collins,T2859,Advanced Data Visualization,48,82,1
E780,Robert Nelson,T2860,Data Science Bootcamp,5,32,0
E3932,Tara Brown,T2861,Node.js Masterclass,28,18,0
E1709,Christine Dalton,T2862,Data Science Bootcamp,30,36,0
E1774,Nancy Barnes,T2863,Project Management for Consultants,59,37,1
E4487,Jennifer Marshall,T2864,Python for Data Analysis,65,84,1
E3000,Mark Ross,T2865,Advanced Data Visualization,42,88,1
E2598,Patricia Soto,T2866,React and Redux,62,72,1
E2361,Catherine Castro,T2867,Python for Data Analysis,77,1,1
E4631,William Wong,T2868,Data Science Bootcamp,0,19,0
E4460,Teresa Manning,T2869,Machine Learning Basics,9,22,0
E2009,Heidi Larson,T2870,Node.js Masterclass,37,86,1
E1042,Jessica Davis,T2871,React and Redux,5,19,1
E464,Katherine Ward,T2872,SQL Mastery,18,27,0
E161,Jade Kent,T2873,Advanced JavaScript,61,33,1
E2228,Ruben Washington,T2874,Data Science Bootcamp,34,12,0
E4646,Thomas Romero,T2875,Node.js Masterclass,32,19,0
E1205,Michael Thomas,T2876,Data Science Bootcamp,46,70,1
E392,Patricia Morrison,T2877,Advanced JavaScript,22,32,0
E4006,Kelly Walker,T2878,Python for Data Analysis,31,83,1
E050,Kathryn Dunn,T2879,Node.js Masterclass,68,11,1
E4601,James Swanson,T2880,Machine Learning Basics,93,91,1
E3809,Michelle Garza,T2881,Advanced Data Visualization,86,80,1
E2413,Anita Clark,T2882,Consulting Essentials,66,21,1
E1015,Chelsea Nguyen,T2883,Advanced Data Visualization,9,95,1
E2694,Randall Miller,T2884,Consulting Essentials,14,59,1
E3847,Melissa Smith,T2885,Advanced Data Visualization,28,14,0
E1750,Lauren Allen,T2886,Advanced Data Visualization,99,73,1
E4789,Kim Reyes,T2887,Full-Stack Web Development,26,30,0
E3034,Michael Mitchell,T2888,Data Science Bootcamp,34,2,0
E423,Daniel Gonzales,T2889,Data Science Bootcamp,26,13,0
E2641,Ronnie Matthews,T2890,DevOps with Docker,26,53,1
E196,James Williams,T2891,Consulting Essentials,29,39,0
E4131,Jonathan Huber,T2892,Data Science Bootcamp,10,11,0
E2531,Russell Lyons,T2893,Project Management for Consultants,6,17,0
E3235,Debra Allen,T2894,Full-Stack Web Development,38,7,1
E1844,Stephen Coleman,T2895,Python for Data Analysis,38,40,0
E3461,Shane Cruz,T2896,Python for Data Analysis,78,8,1
E2477,Rebecca Jones,T2897,Advanced JavaScript,94,72,1
E2671,Jamie Ayers,T2898,Client Relationship Management,10,18,0
E1514,Michael Richardson,T2899,Financial Modeling,29,8,0
E1672,Matthew May,T2900,Node.js Masterclass,17,12,0
E1118,Emily Kelly,T2901,Project Management for Consultants,27,76,1
E3761,Tammy Mccarthy,T2902,Full-Stack Web Development,97,38,1
E1722,Kelsey Lewis,T2903,Advanced JavaScript,40,10,0
E2035,Sheila Dunlap,T2904,Financial Modeling,10,19,1
E1412,Gary Carlson,T2905,Full-Stack Web Development,34,28,1
E1789,Sara Ruiz,T2906,Node.js Masterclass,78,23,1
E1165,Ryan Smith,T2907,Data Science Bootcamp,11,18,0
E4248,Stephen Maldonado,T2908,Node.js Masterclass,4,2,0
E1574,Kristin Ward,T2909,Advanced Data Visualization,28,27,0
E174,Jeremy Hanson,T2910,Python for Data Analysis,37,22,0
E1769,Brian Mercado,T2911,Machine Learning Basics,27,73,1
E3441,Deborah Booth DDS,T2912,Full-Stack Web Development,20,20,0
E3548,John Garcia,T2913,Node.js Masterclass,34,14,0
E4028,Melanie Hoover,T2914,React and Redux,22,88,0
E311,Adriana Kelley,T2915,Full-Stack Web Development,27,21,0
E4329,Ryan Barnes,T2916,Data Science Bootcamp,20,27,0
E2873,Mitchell Crawford,T2917,Financial Modeling,15,22,0
E3075,Sylvia Cochran,T2918,Node.js Masterclass,39,7,0
E3856,Michaela Steele,T2919,Data Science Bootcamp,6,33,0
E647,Dawn Thomas,T2920,Project Management for Consultants,94,82,1
E3731,Diane Lloyd DVM,T2921,SQL Mastery,31,23,0
E663,Jonathan Davis,T2922,React and Redux,0,4,0
E802,Robert Greer,T2923,Node.js Masterclass,40,8,0
E3246,Loretta Griffith,T2924,Python for Data Analysis,22,5,0
E2510,Amanda Hawkins,T2925,Client Relationship Management,9,29,0
E2751,Joseph Nelson,T2926,Advanced Data Visualization,26,26,0
E4222,Rodney Smith,T2927,Financial Modeling,39,20,0
E4721,Mr. Michael Lawson IV,T2928,Financial Modeling,16,90,1
E4511,Michelle Mcintyre,T2929,Advanced Data Visualization,28,14,0
E2037,Laura Scott,T2930,Project Management for Consultants,22,83,1
E3089,Robert Serrano,T2931,Project Management for Consultants,31,7,0
E029,Felicia Case,T2932,Client Relationship Management,39,19,0
E498,Michelle Randall,T2933,Advanced Data Visualization,16,0,0
E3234,Christina Campbell,T2934,Data Science Bootcamp,7,26,1
E2343,Stacy Shepard,T2935,SQL Mastery,51,54,1
E4209,Stacy Baker,T2936,Node.js Masterclass,19,3,0
E4663,Christina Hickman,T2937,Financial Modeling,21,45,1
E2951,Kristin Lin,T2938,Machine Learning Basics,32,7,0
E1877,Sandra Walton MD,T2939,Data Science Bootcamp,25,8,1
E3278,Debra Goodwin,T2940,Node.js Masterclass,75,26,0
E1825,Joseph Robinson,T2941,DevOps with Docker,49,33,0
E2102,Megan Cortez,T2942,Consulting Essentials,26,5,0
E212,Juan Ho,T2943,Advanced JavaScript,60,71,1
E2637,William Rodriguez,T2944,Machine Learning Basics,26,20,0
E4448,Michele Lee,T2945,Advanced Data Visualization,3,5,0
E2295,Christine Waller PhD,T2946,Node.js Masterclass,73,68,1
E3793,Jack Berry,T2947,Full-Stack Web Development,13,92,1
E354,Anthony Patel,T2948,Machine Learning Basics,46,51,1
E1304,Garrett Chapman,T2949,Python for Data Analysis,53,17,0
E1928,Katrina Williams,T2950,Advanced JavaScript,81,44,1
E357,Charlotte Rodriguez,T2951,Advanced Data Visualization,27,1,0
E4678,Elizabeth Nguyen,T2952,Data Science Bootcamp,34,5,1
E4192,Michelle Friedman,T2953,Node.js Masterclass,30,69,1
E4311,Joe Gutierrez,T2954,Node.js Masterclass,73,51,1
E4816,Joshua Crosby,T2955,React and Redux,31,35,0
E4703,Regina Wood,T2956,Project Management for Consultants,0,40,0
E3845,Timothy Howard,T2957,Project Management for Consultants,91,29,1
E1917,Margaret Smith,T2958,Advanced Data Visualization,25,86,1
E1742,Daniel Soto,T2959,React and Redux,6,6,0
E2862,Rebecca Jones,T2960,Python for Data Analysis,36,21,0
E3684,Jennifer Shaffer,T2961,Machine Learning Basics,56,19,1
E3359,Richard Buckley,T2962,Financial Modeling,36,11,0
E3891,Melanie Lee,T2963,Financial Modeling,27,2,0
E505,Sabrina Randall,T2964,Machine Learning Basics,37,19,0
E594,Jorge Brown,T2965,DevOps with Docker,48,86,1
E479,Crystal Sanchez,T2966,React and Redux,60,65,1
E861,Kristin Elliott,T2967,Data Science Bootcamp,25,31,0
E1123,James Washington,T2968,React and Redux,89,55,1
E4374,Megan Bell,T2969,DevOps with Docker,80,28,0
E3645,Cesar Pitts,T2970,Advanced Data Visualization,57,77,1
E3196,Dorothy Wolfe,T2971,Data Science Bootcamp,29,0,0
E872,Mike Malone,T2972,React and Redux,82,56,1
E3959,Nicole Jackson,T2973,Data Science Bootcamp,2,77,1
E359,Gwendolyn Alexander,T2974,Advanced JavaScript,56,31,1
E4330,Emily Hess,T2975,Consulting Essentials,76,92,1
E3145,Kelly Neal,T2976,Python for Data Analysis,14,20,0
E624,Jacqueline Jones,T2977,Node.js Masterclass,38,21,1
E4048,Aaron Bowers,T2978,SQL Mastery,19,25,1
E4848,Evan Benitez,T2979,Python for Data Analysis,99,47,1
E045,Jason Cooper,T2980,Python for Data Analysis,95,32,1
E3673,Julie Golden,T2981,Full-Stack Web Development,3,21,0
E4847,John Johnson,T2982,DevOps with Docker,19,36,0
E2307,Kelly Bishop,T2983,Advanced Data Visualization,7,11,0
E337,Holly Martinez,T2984,Full-Stack Web Development,67,92,1
E2603,Gregory Scott,T2985,Business Process Management,14,35,1
E2938,Jeffrey Smith,T2986,Node.js Masterclass,93,27,1
E1051,Ronald Wall,T2987,Python for Data Analysis,52,57,1
E3684,Jennifer Shaffer,T2988,Advanced Data Visualization,16,15,0
E670,Jennifer Burton,T2989,React and Redux,33,26,0
E1167,Roger King,T2990,Node.js Masterclass,3,96,1
E1906,Lisa Cardenas,T2991,Data Science Bootcamp,10,37,0
E2591,Kristen Johnson,T2992,Machine Learning Basics,29,4,0
E681,Sarah Diaz,T2993,Node.js Masterclass,27,32,0
E1804,Michael Brown,T2994,Advanced Data Visualization,24,19,0
E3865,Brian Ross,T2995,SQL Mastery,9,13,0
E372,Curtis Hays,T2996,Machine Learning Basics,52,64,1
E3006,Alexandria Williams,T2997,Machine Learning Basics,98,93,1
E2616,Dr. Julia Kelly,T2998,DevOps with Docker,7,33,0
E4579,Evan Lin,T2999,SQL Mastery,43,97,1
E1484,Traci Hamilton,T3000,Advanced JavaScript,27,1,0
E027,Jesus Davies,T3001,Python for Data Analysis,27,77,1
E4780,Danielle Dixon,T3002,Python for Data Analysis,22,4,0
E4161,Aaron Medina,T3003,Project Management for Consultants,2,14,0
E4083,Greg Lopez,T3004,Advanced Data Visualization,78,88,1
E3397,Aaron Dunn,T3005,Python for Data Analysis,34,8,0
E1289,Michael Gomez,T3006,Machine Learning Basics,22,39,0
E4887,Tyler Adams,T3007,DevOps with Docker,91,4,1
E2763,Ashley Potts,T3008,Python for Data Analysis,56,57,1
E3649,Keith Wheeler,T3009,Data Science Bootcamp,30,8,0
E2045,Lawrence Hernandez,T3010,Business Process Management,8,80,1
